sample;(4S)-4-Hydroxy-2-oxoglutarate;(S)-1-Pyrroline-5-carboxylate;10-Formyltetrahydrofolate;2-Keto-6-aminocaproate;3-Hydroxyanthranilic acid;3-oxo-5S-amino-hexanoic acid;3-Phosphoglyceric acid;3-Sulfinato-L-alaninate;3-Sulfinylpyruvic acid;4-amino-butanoic acid;4-Hydroxy-L-glutamic acid;4-Hydroxyphenylpyruvic acid;4-Hydroxyproline;5,10-Methylene-THF;5-Methyltetrahydrofolate;5'-Methylthioadenosine;5-oxo-pentanoic acid;6-Phosphogluconic acid;6-Phosphonoglucono-D-lactone;Acetic acid;Acetoacetic acid;Acetyl-CoA;Acetylphosphate;Adenine;Adenosine;AMP;Adenylsuccinic acid;ADP;AICAR;Allocystathionine;Allysine;Argininosuccinic acid;Beta-D-Glucose 6-phosphate;beta-nicotinamide D-ribonucleotide;Butyric acid;Butyryl-CoA;cis-Aconitic acid;Citric acid;Citrulline;Coenzyme A;Creatine;Crotonoyl-CoA;Cyclic AMP;Cys-Gly;D-2-Hydroxyglutaric acid;D-4-Hydroxy-2-oxoglutarate;D-Erythrose 4-phosphate;D-Glucose;D-Glyceraldehyde 3-phosphate;Dimethylglycine;D-Ribose;D-Ribulose 5-phosphate;FADH;Farnesyl diphosphate;Folate;Fructose 1,6-bisphosphate;Fructose 6-phosphate;Fumaric acid;Gamma-Glutamylcysteine;GDP-glucose;Glucosamine 6-phosphate;Glutaric acid;Glutaryl-CoA;Glutathione;Glyceric acid 1,3-biphosphate;Glycerol 3-phosphate;Glycine;Glyoxylic acid;Guanine;Guanosine diphosphate;Guanosine monophosphate;Guanosine triphosphate;Hydrogen sulfite;Hydroxykynurenine;Hypotaurine;Hypoxanthine;Inosinic acid;Isopentenyl pyrophosphate;L-1-Pyrroline-3-hydroxy-5-carboxylate;L-2-Aminoadipate;L-4-Hydroxyglutamate semialdehyde;L-Acetylcarnitine;L-Alanine;L-Arginine;L-Asparagine;L-Aspartic acid;L-Cysteine;L-Glutamate;L-Glutamic acid 5-phosphate;L-Glutamic gamma-semialdehyde;L-Glutamine;L-Homocysteine;L-Lactic acid;L-Leucine;L-Lysine;L-Malic acid;L-Methionine;L-Phenylalanine;L-Proline;L-Serine;L-Threonine;L-Tryptophan;L-Tyrosine;L-Valine;Mevalonate-P;Mevalonate-PP;Mevalonic acid;N6-Acetyl-L-lysine;N-Acetylglucosamine 6-phosphate;NAD;NADH;NADP;NADPH;nicotinate beta-D-ribonucleotide;Ornithine;Oxidized glutathione;Oxoglutaric acid;Phosphoenolpyruvic acid;Phosphoserine;Propionyl-CoA;Pyroglutamic acid;Pyrophosphate;Pyruvic acid;Quinolinic acid;Reduced riboflavin;Riboflavin;R-Methylmalonyl-CoA;Saccharopine;S-Adenosylhomocysteine;S-Adenosyl-L-methionine;SAICAR;Sedoheptulose 7-phosphate;S-Methylmalonyl-CoA;Succinic acid;Succinic acid semialdehyde;Succinyl-CoA;Sulfate;Taurine;UDP-glucose;Uric acid;Uridine diphosphate-N-acetylglucosamine;Uridine triphosphate;Xylulose 5-phosphate
MCF7 1_1_1;1170;879;635;767;0;767;671;1035;0;54054;2379;1111;16668;0;0;5202;3287;7560;0;8740;4282;0;671;1234;1898;61022;638;29536;1351;3885;767;0;27325;2977;0;0;1230;37050;0;0;726;0;938;577;6009;1170;0;33742;1949;54054;96286;4688;0;1531;6529;37701;27325;36623;0;13070;3003;836;0;2066585;1069;5362;9965;1330;2773;659;10273;698;3942;0;5603;33995;3939;0;398784;6428;826972;8530;16126;2259;6465;143988;5915;826972;18490;16668;335243;2050;68692;288067;3894;372270;60750;87359;6428;13357;114197;36166;64201;20462;645;519;821;633;62555;41471;7438;2997;0;502;540;376877;36666;0;659;0;398784;24656;372783;0;938;792;0;0;5536;606;1018;9580;0;36372;4282;0;92088;282292;1367;2478;11406;0;4688
MCF7 1_1_2;1304;607;1265;806;0;806;656;1040;0;58527;3125;1169;20983;1212;0;5539;4001;6244;0;10810;5387;0;854;830;1940;61120;577;43766;1099;4108;806;0;24375;2623;582;0;4225;37815;0;0;803;0;1067;730;6214;1304;0;45218;1949;58527;39887;4066;0;1580;7926;52649;24375;41085;0;14695;3700;626;0;2106702;1221;5267;10902;1370;1969;2388;13891;1393;4179;0;6032;144524;3867;0;70440;7814;21783;16109;6624;2636;7284;159427;3642;0;22571;20983;394681;2055;732784;330226;4122;33120;75143;95435;7814;15056;128803;31085;67842;21690;648;572;1658;885;61978;29787;11877;854;0;563;557;365385;37568;0;582;0;70440;31383;404803;0;867;1528;0;0;8719;601;684;8415;0;38979;5387;0;108127;303231;2548;7321;2426;0;4066
MCF7 1_1_3;1023;1053;557;697;0;697;925;1122;0;41092;2352;1272;17587;0;0;4885;3933;4504;0;8605;2436;0;723;1168;1176;52657;569;48612;2951;2655;697;0;22949;1356;580;0;4359;31713;0;0;785;0;1083;829;6253;1023;0;35235;509;41092;31181;4237;0;1046;6346;56099;22949;33193;0;15351;2488;540;0;2089204;0;4601;9360;1175;2191;1019;15295;778;3132;0;4702;33362;4523;0;425484;4769;21436;16731;13123;2222;5682;113495;5676;0;16095;17587;299379;1143;63647;226435;2916;335432;61398;76491;4769;12355;104747;48403;62627;17229;571;632;835;828;53130;37482;10411;3589;0;581;0;266479;31572;0;0;0;425484;24028;336025;0;640;1359;0;0;6476;517;795;7684;0;26827;2436;0;84352;204394;1840;0;9719;0;4237
MCF7 1_2_1;746;543;805;1133;0;1133;621;730;0;55233;2067;1232;17027;0;0;7338;4734;3520;0;7792;3993;0;516;720;1826;64877;1258;58624;1216;3628;1133;0;24225;1277;622;0;4437;38255;0;0;938;0;1925;574;5789;746;0;28263;553;55233;55537;3542;0;1550;9187;64431;24225;29558;0;16447;2186;681;0;1326713;547;5040;10865;718;2454;1772;22610;814;547;0;5589;102539;5270;0;411982;4855;838047;16764;16384;2552;6531;142352;7536;838047;10032;17027;366550;1829;62864;209021;3671;33592;49754;81970;4855;14959;117040;50873;48337;19019;0;1668;1322;674;7791;13147;10781;4823;0;612;566;232236;38677;0;0;0;411982;19511;33592;0;1407;1945;0;0;6163;0;616;8453;0;27874;3993;0;114325;293806;4646;0;2230;0;3542
MCF7 1_2_2;916;849;1503;1770;0;1770;1087;1205;0;62960;3254;1348;22715;0;0;7087;4882;11631;0;11320;5858;0;1082;764;3798;97031;547;65131;2490;4446;1770;516;43398;3511;684;0;4758;50441;0;0;1561;0;2006;1125;9076;916;0;46365;3071;62960;49412;11355;0;1908;9276;69447;43398;44048;0;18077;3950;1166;0;2578788;1293;7243;12019;1566;1356;1693;24958;1778;4624;0;6384;171753;5119;0;75775;7542;27292;17216;7266;2706;8125;177804;7450;0;20707;22715;437872;2301;922432;342010;4259;39625;70441;130494;7542;17325;135626;54464;75343;20678;807;701;2549;978;97163;55910;11802;1019;0;764;592;483302;50239;0;589;0;75775;37938;39616;0;564;1883;0;0;12685;0;0;14427;0;41745;5858;0;117916;338999;502;7415;5295;0;11355
MCF7 1_2_3;1315;806;1074;1628;0;1628;1103;1181;0;64440;3333;1325;24377;954;0;7271;4409;11442;0;11382;6064;0;1132;843;3992;127718;566;64582;1556;4791;1628;578;46067;3739;634;549;4742;57852;0;0;1727;0;2039;989;9154;1315;0;48176;3444;64440;158880;7385;0;1994;9760;65637;46067;46555;0;18997;3879;1187;553;2632160;1352;7471;12503;1589;1123;1024;25423;2092;4568;0;6695;177631;5099;508;79642;8293;28176;17761;7799;2956;8394;187534;7548;0;17340;24377;454206;2573;940160;347700;4353;46493;73360;133786;8259;18306;142491;53707;78973;22047;919;718;1688;938;127458;20254;11636;1096;0;644;622;487964;57874;0;0;0;79642;32372;47114;0;587;1912;0;0;13449;0;0;14805;0;44237;6064;0;118996;352206;3455;13625;1604;0;7385
MCF7 2_1_1;3428;1648;1464;1447;0;1447;1089;1338;0;56182;3162;1363;26063;644;0;5428;755;9169;0;11137;5218;0;1089;1763;6772;241580;651;72749;1150;5243;1447;574;46642;3301;600;600;5399;73786;0;0;1287;0;1266;1105;5966;3428;0;28597;2538;56182;176482;9705;0;1190;4421;63956;46642;41258;0;16887;4329;1007;518;2539936;1288;7577;10488;1590;1575;1046;51859;1518;3727;0;4893;181672;4880;0;73384;8610;939633;17472;21774;2500;6904;207586;6663;939633;17781;26063;346824;2021;57715;338495;3362;51855;59084;102085;8610;14217;47682;49789;77061;20926;620;3683;2284;1019;241877;16988;8660;956;0;0;537;396680;73786;0;619;0;73384;36928;53727;0;601;1655;0;0;7435;0;844;11904;0;32341;5218;0;75666;299359;4131;14554;8453;0;9705
MCF7 2_1_2;2804;1441;1199;1522;0;1522;974;1288;0;57916;3070;1379;25350;0;0;5606;716;6951;0;11172;5062;0;1129;1881;6582;232730;591;73375;2190;5176;1522;608;47955;3693;634;0;5840;70740;0;0;1288;0;1250;999;5891;2804;0;28405;491;57916;53205;6976;0;1203;4613;66013;47955;42546;0;18127;4211;634;0;2544973;1228;7590;10557;1422;1114;889;53175;1479;3711;487;4953;173248;5097;0;76110;8642;25843;17247;22217;2462;6614;210813;7010;0;20213;25350;351561;2044;57683;333128;3411;51101;59516;103617;5070;14081;47432;51212;75853;21587;1022;4256;2072;878;232839;25028;9354;1003;564;0;594;409625;70740;0;0;0;76110;36580;50559;0;610;1776;0;0;7536;0;1493;12611;0;32216;5062;0;69646;294803;3620;14195;9605;0;6976
MCF7 2_1_3;3376;1411;1499;1515;0;1515;1096;1328;0;60416;3254;1393;27756;0;0;5611;2795;9047;0;11789;5039;489;1096;1775;6729;246214;635;67999;1636;5144;1515;624;46822;3600;711;602;5882;69442;0;0;835;0;1191;1056;5841;3376;0;24161;527;60416;51769;9303;0;1174;4472;66727;46822;44191;0;17752;4427;968;0;2598181;1371;8110;10490;1415;2705;2049;54124;1472;4007;0;4825;169697;5232;0;79008;8904;24750;16651;21948;2621;7265;216183;7045;0;18346;27756;369959;2223;56848;343527;3370;53811;62228;106733;5085;14465;50516;50969;76376;22190;1056;3771;1758;1120;246366;18783;9022;813;0;0;585;404096;69488;0;827;0;79008;39566;54642;0;628;1765;0;0;7567;0;1609;12604;0;33511;5039;0;70798;293978;1787;14345;760;0;9303
MCF7 2_2_1;3889;1556;1242;705;0;705;669;1474;0;60177;3678;2310;26333;1769;0;5547;7466;8126;0;21065;6108;489;669;4508;20252;397378;0;19463;7379;4417;705;599;70899;3112;674;613;5725;84054;0;0;1664;0;1207;860;9184;3889;516;30548;569;60177;63449;13961;0;1276;7403;26127;70899;44088;936;14351;5499;941;584;2613566;1457;9905;11352;1553;2490;685;99868;1994;498;590;5759;198135;4618;0;77527;9952;28286;22533;20538;2759;8714;227539;7363;0;30785;26333;462529;2039;61055;305016;2996;514045;55769;85009;5918;15934;54418;46765;76519;26574;1052;5382;2188;1142;397463;27071;6465;984;0;580;565;439582;83732;0;0;0;77527;82564;513599;0;649;2442;0;0;6426;0;813;17255;0;46821;6108;0;82784;297311;3818;12562;20415;688;13961
MCF7 2_2_2;3987;1526;1483;810;0;810;778;1441;0;58922;3558;2347;25156;1119;0;6053;5460;8408;0;21421;5946;525;617;4502;19946;383416;0;25834;1209;4314;810;620;73508;3131;615;0;7668;85404;635;0;1694;0;1235;711;8807;3987;582;30501;1131;58922;64596;13900;0;1307;7516;27352;73508;42831;986;14469;5516;711;0;2572098;1646;9685;11042;1463;2397;797;98761;1861;3803;596;5646;203820;4655;0;688790;9642;27078;21957;21021;2647;8508;233906;7790;0;33075;25156;452224;2038;77891;306355;2953;510699;58214;85761;9642;15928;53398;48336;76541;26087;1068;5888;2415;1157;383788;32156;7327;895;0;586;548;448375;85452;0;0;0;688790;78708;510128;0;0;2392;0;0;6336;0;1400;17886;0;44342;5946;0;80233;290150;785;12401;1855;697;13900
MCF7 2_2_3;4227;1589;1383;684;0;684;644;1536;0;61010;3840;2203;26149;1920;1082;6061;7012;9129;0;22190;3403;0;644;4471;21138;398165;0;14072;2042;4268;684;645;70479;3335;648;501;6838;88504;825;0;1610;529;1266;813;9318;4227;512;30836;3780;61010;223350;13514;0;1270;7398;30469;70479;46178;1034;15334;5426;986;632;2639626;1614;10869;11596;1540;2609;931;99885;1936;4171;619;5792;211223;4572;0;723741;9918;29980;21494;19194;2570;8965;230962;8060;0;31789;26149;427739;2075;80622;304444;2920;53178;59809;88790;9918;17069;55340;44172;73512;26491;1096;5154;2277;989;398190;26916;7657;919;0;505;670;462810;88504;0;0;0;723741;87028;514959;0;614;2328;0;0;6834;0;617;18208;0;47069;3403;0;91017;311606;3327;13026;20301;616;13514
MCF7 3_1_1;3083;608;1795;2470;0;2470;1261;1784;0;64587;3057;2103;24981;1608;0;6534;1415;13358;0;11309;5776;0;418;938;3158;194624;820;65052;2229;6930;2470;662;52983;3753;685;426;6948;122359;0;0;811;0;1109;1003;8969;3083;0;21614;518;64587;179285;13375;0;1841;4389;89497;52983;45593;0;18278;4130;1114;0;2224510;1290;10614;10686;1634;1007;1477;40018;1663;4618;625;3749;72654;4111;0;74132;7534;25189;21644;23534;2242;8214;223928;8685;0;16238;24981;341000;514;787628;286074;2021;455132;40441;89489;7521;13340;102333;53395;58262;13516;620;653;2169;441;194629;26044;9778;635;0;475;482;377195;121757;483;0;0;74132;46998;454841;0;859;2089;0;0;5867;527;638;15466;0;32359;5776;0;73637;331684;1171;5971;10316;0;13375
MCF7 3_1_2;2174;562;1569;2387;0;2387;1323;1675;0;61964;2767;1935;24288;1872;0;3253;3028;12549;0;11157;5027;0;427;1038;3163;138648;759;57477;4299;6372;2387;689;53049;3432;598;0;7236;93683;0;0;611;0;905;862;8437;2174;418;20038;525;61964;61244;12827;0;1773;1964;87336;53049;40646;0;17130;4217;1092;0;2106293;1264;10173;10189;1301;1591;2158;37747;1305;4370;513;3534;67076;2653;0;72653;7669;25673;20241;22315;1996;8263;214752;8510;0;25001;24288;342181;522;775170;259498;1943;44801;40941;104574;7633;13575;103889;35108;53214;13067;879;716;1761;546;139328;77104;9619;603;0;434;0;401687;93683;439;650;0;72653;54264;45136;0;515;1523;0;0;5263;560;441;15765;0;32353;5027;0;73013;321423;4643;3826;12100;0;12827
MCF7 3_1_3;2305;1360;1360;1650;0;1650;1082;1683;0;59313;2409;1649;19893;2349;0;4529;2255;10932;0;9910;2707;0;1103;618;1980;157603;489;36186;1238;5900;1650;566;47585;3046;584;0;1743;86644;0;0;745;0;862;708;6802;2305;0;17570;1616;59313;151973;6457;0;1625;1890;13633;47585;37068;0;8864;2658;789;0;1487952;965;8443;9776;1337;1393;1661;34711;709;4213;0;3696;50629;2638;0;67852;6345;18896;15429;21897;1380;7535;203951;8063;0;11315;19893;318691;453;56404;237589;1167;384784;33328;75025;6345;12177;97389;36953;48085;12734;613;2474;1761;553;157458;22677;5824;587;0;0;0;266309;86645;438;588;0;67852;32273;385142;0;758;840;0;0;4191;686;1183;13264;0;24513;2707;0;59563;301927;2014;2527;8770;0;6457
MCF7 3_2_1;2579;1406;1522;1523;0;1523;1203;1347;0;50319;2901;2433;23620;490;0;5909;4921;10377;0;14754;3314;0;1127;852;3920;159356;571;72082;3026;4230;1523;483;36734;3340;578;498;2710;61228;0;0;1336;0;865;932;7921;2579;0;31376;433;50319;49501;10336;0;1296;7044;41926;36734;44708;0;17418;4011;1254;0;2231180;1059;5595;9696;1514;2513;510;62185;1477;3722;649;4896;168599;4581;0;588217;8057;24561;19596;16239;2161;7787;173139;7231;0;28731;23620;347654;1937;80393;257567;3042;45070;56253;84553;8057;11695;59805;42380;55238;19213;733;435;1858;1004;159255;48246;5284;903;511;769;436;403185;60335;0;424;0;588217;59328;44924;0;504;2942;0;0;5272;527;655;9862;0;41510;3314;0;83731;257816;3913;12937;811;0;10336
MCF7 3_2_2;3673;591;1515;1591;0;1591;1127;1334;0;49402;2841;2432;27163;436;0;5850;1493;10418;0;15451;6156;0;1130;1063;4149;196457;589;75516;954;4347;1591;497;35811;3424;783;424;6490;70922;0;0;1449;0;726;1038;8233;3673;0;27724;818;49402;49620;7578;0;1290;6992;45483;35811;45772;0;17617;3911;1226;421;2253370;1255;7009;9846;1524;2491;560;63376;1524;3505;611;5155;167874;4644;0;695518;8284;24457;18946;15996;2124;7840;175257;6815;762783;21453;27163;355474;2049;86368;272288;3037;52547;57983;89419;8200;11810;62372;39687;55350;20030;868;3421;1991;1031;197001;21938;6012;845;0;717;588;374393;70368;0;0;0;695518;49201;51562;0;473;2767;0;0;5153;0;414;9726;0;40639;6156;0;83036;258507;1133;13452;998;498;7578
MCF7 3_2_3;3124;547;1518;1592;0;1592;1100;1340;0;47811;2879;2378;28179;1193;0;5669;4811;10366;0;14943;3408;426;1117;959;3271;204796;576;78450;646;4264;1592;497;34459;2727;650;0;2634;75578;0;0;1518;461;745;949;8023;3124;0;33448;488;47811;48503;10879;0;1320;6761;45714;34459;43728;0;17762;3474;508;422;2202187;1182;7036;9883;1386;2656;753;62113;1527;3480;623;5111;163219;4429;480;60861;8030;23407;18584;15773;2089;7524;173627;7075;0;17563;28179;347477;2123;85009;263284;2854;48716;57037;82385;7962;11588;61254;38015;53696;19524;568;465;1645;983;205105;12260;5911;5173;0;681;543;357419;75595;0;573;0;60861;56917;48611;0;503;2986;0;0;5300;0;0;9904;0;39698;3408;0;83238;254210;2196;13238;4666;634;10879
SKBR3 1_1_1;0;0;0;322;0;322;3230;1122;0;29719;0;543;3653;0;0;612;7305;3260;0;1576;7336;371;318;970;777;11349;0;4705;1484;892;322;0;10154;1075;0;0;2090;10291;0;0;2476;0;869;473;4353;0;0;57669;370;29719;37627;3438;0;1273;8255;22367;10154;17562;0;3514;1073;2592;0;1414482;0;1615;7158;647;349;0;4498;1690;435;0;2657;9605;1140;0;109302;667;468551;6631;4155;1197;0;20176;2879;468551;1395;3653;298786;1474;524666;205358;2406;167739;44069;7592;667;14427;86490;19513;41014;17084;995;0;741;691;11438;3484;0;590;378;0;389;204319;10271;0;0;0;109302;3979;168149;363;450;365;0;0;3331;0;417;2905;0;5282;7336;0;51753;29442;3884;26498;18755;519;3438
SKBR3 1_1_2;0;0;0;338;0;338;3044;1127;0;28761;0;506;3291;0;0;916;7064;3194;0;1439;4155;392;345;1033;691;11566;0;4558;740;861;338;0;10273;995;0;0;2156;10463;0;0;1820;0;1089;506;4155;0;0;56021;437;28761;14068;3250;0;1171;8682;22335;10273;16239;0;3480;956;2385;0;1344871;0;2747;7132;584;633;377;2338;1429;421;0;2519;8590;1331;0;100643;610;451144;7084;1714;1093;0;19209;2823;451144;1340;3291;280831;1327;497783;193212;2242;160536;40173;6706;610;14312;81165;21030;39683;16492;1071;0;406;576;11381;3055;0;599;318;0;333;183475;10463;0;0;0;100643;3786;160807;372;401;0;0;0;3112;0;343;2635;0;5173;4155;0;52331;28738;3663;25574;10015;483;3250
SKBR3 1_1_3;0;0;0;343;0;343;3303;1098;0;28882;0;471;3698;0;0;902;7166;3182;0;1496;7037;337;0;1010;679;13228;0;4857;1850;921;343;0;9810;1055;0;0;2261;11811;0;0;2357;0;1066;463;4294;0;0;58274;509;28882;15167;1439;0;1185;8726;26784;9810;16833;0;3599;1023;2711;0;1404572;0;2879;7508;658;475;333;5228;1498;422;0;2597;9055;1305;0;37749;506;450385;7051;1851;1129;0;18482;330;450385;1405;3698;280527;1607;496227;208764;2290;171925;43686;6772;1211;14831;88804;20618;42623;17738;1031;0;413;675;13303;2657;0;496;391;0;334;194483;11905;0;0;0;37749;4016;172242;324;404;0;0;0;3226;490;455;2852;0;5249;7037;0;50985;30127;5467;26556;13092;829;1439
SKBR3 1_2_1;457;905;0;577;0;577;332;1592;0;58755;0;548;13010;398;0;2039;4274;4037;0;1449;10095;354;399;487;1361;36517;0;1480;1618;1227;577;0;26093;1563;0;0;2911;26364;389;512;3101;0;1258;469;10110;457;0;52985;487;58755;18157;4201;0;1691;5695;52660;26093;20027;0;4492;2284;377;0;1346823;755;3709;6786;865;386;549;6229;1850;776;0;2653;5224;1196;0;69111;529;929543;13207;4929;861;559;37756;568;929548;9233;13010;198554;1120;620688;177949;1480;208285;45300;34478;1728;11045;78861;22944;36982;10837;0;1932;809;945;36890;4287;0;622;0;0;343;183073;26307;0;0;0;69111;13126;208727;622;409;0;0;665;5441;0;444;6371;0;15976;10095;0;50626;52431;4056;18773;11379;689;4201
SKBR3 1_2_2;471;941;0;651;0;651;641;1531;0;60800;0;398;13305;0;0;2096;4112;4169;0;1409;9916;414;428;814;1493;36692;354;7261;933;1188;651;0;25357;569;0;0;2856;26371;329;466;3109;0;1148;490;9907;471;0;52788;569;60800;18685;4454;0;1744;5563;53918;25357;19670;0;4403;2161;361;0;1283777;722;3489;6710;778;0;493;5884;1743;756;0;2617;5457;1279;0;70123;834;963580;11330;4549;840;0;39465;543;963568;9229;13305;222049;1165;618529;168668;1406;195531;42109;34856;1946;11219;79479;21213;34005;10435;0;1782;532;972;36360;3543;0;347;0;0;0;183318;25943;0;0;0;70123;12893;195973;595;493;0;0;601;5562;0;467;6385;0;16274;9916;0;45216;54788;4406;18653;7726;435;4454
SKBR3 1_2_3;400;1020;0;826;0;826;691;1463;0;62078;0;372;15250;325;0;2158;4301;4192;0;1476;10172;0;0;444;1373;39101;410;9841;329;1165;826;0;575;1579;0;0;2830;29042;374;522;3155;0;1304;492;10088;400;0;52050;366;62078;18109;4291;0;1785;5340;57204;575;20840;0;4608;2125;366;0;1304568;773;3503;6805;761;833;481;2748;1746;808;0;2508;15822;1277;0;73790;835;963421;10024;5551;861;369;40072;567;963405;8221;15250;229461;1174;639120;167982;1518;200317;45774;40819;1881;11164;84731;20695;34169;10882;0;1771;380;924;38989;2772;0;321;0;0;329;187801;29046;0;0;0;73790;14568;200828;661;401;399;0;623;5659;0;481;6575;0;16678;10172;0;45619;52818;5192;18622;10790;487;4291
SKBR3 2_1_1;0;292;0;348;0;348;2735;1125;0;22785;0;0;4597;0;0;906;5715;2553;0;1409;5652;0;373;1277;2019;30698;314;29527;302;675;348;0;14240;1095;0;0;2548;16176;0;0;1954;0;865;454;7470;0;0;49075;600;22785;14313;2108;0;845;5354;52638;14240;15110;0;5305;1433;2520;0;1233303;386;2443;6278;543;314;386;12034;1072;368;0;2025;8606;1271;0;30915;433;371394;4435;2066;837;404;17137;3011;371394;2106;4597;237275;1115;380939;163740;1717;166358;39324;5988;1082;13302;80644;16880;38411;14246;1218;0;291;566;30644;2181;0;1026;378;0;288;180881;15837;0;0;0;30915;6804;166766;288;367;579;0;0;3416;0;401;3056;0;8378;5652;0;40975;24536;372;24325;4818;0;2108
SKBR3 2_1_2;0;315;0;419;0;419;2997;1181;0;21360;0;272;4913;0;0;892;5688;2632;0;1444;7532;0;351;281;1968;33957;336;33177;370;646;419;0;14711;1027;0;0;2537;17534;0;0;1964;0;733;500;7535;0;0;49288;894;21360;13882;2166;0;856;5470;59886;14711;14933;0;5522;1358;2474;0;1238364;444;2510;6125;550;426;442;12558;1027;348;0;2017;8189;1351;0;30714;367;354418;4306;2311;830;0;17188;3026;0;2203;4913;244257;1128;17263;164620;1653;170411;39938;5941;1077;13506;82868;16713;38706;14206;1264;0;288;600;34033;1595;0;1177;381;0;0;182831;17534;0;0;0;30714;7123;170841;0;374;509;0;0;3348;0;440;2974;0;8716;7532;0;36734;23877;968;24293;4743;0;2166
SKBR3 2_1_3;0;0;0;406;0;406;3034;1233;0;21252;0;269;4931;0;0;829;5701;2910;0;1463;7745;0;284;1314;1944;34693;360;35458;315;686;406;0;13516;983;0;0;2703;16493;0;0;1985;0;817;409;7729;0;0;49708;337;21252;14659;2492;0;844;5355;62157;13516;15230;0;5392;1431;2908;0;1245853;420;2497;6304;625;439;469;13065;1090;329;0;2050;8940;1270;0;136703;380;360612;4224;936;856;0;17282;3032;360612;2352;4931;245296;1174;395641;168941;1640;173906;40247;5941;1086;13797;83399;16461;39173;14194;1146;0;275;630;34595;1560;0;1237;349;0;0;185529;16493;0;0;0;136703;7275;174339;300;386;498;0;0;3465;0;445;3037;0;8962;7745;0;36140;24285;2714;24471;4269;0;2492
SKBR3 2_2_1;0;328;0;723;0;723;3783;849;0;16076;0;307;6287;0;0;1383;5328;3005;0;1564;11481;0;370;1612;2074;37799;567;32742;0;551;723;0;12607;291;0;0;3381;20714;0;0;2791;0;872;424;11404;0;0;58404;582;16076;35091;2912;0;473;4212;88780;12607;21678;0;8539;1766;2774;0;1234734;520;2992;5986;706;2031;857;15921;1060;392;0;2126;4126;1634;0;193932;1353;9085;9372;3362;589;581;15627;2553;0;4574;6287;203179;1219;79393;161344;1326;232770;46553;7403;1996;11284;95973;14677;34331;16678;1581;0;309;384;37768;3585;351;1388;449;0;296;157167;20714;0;0;0;193932;8801;233246;755;350;548;0;0;6101;506;602;3737;0;12871;11481;0;40415;25518;294;24516;461;0;2912
SKBR3 2_2_2;0;376;0;570;0;570;3525;900;0;16983;0;285;6498;0;0;1079;5446;3093;0;1687;11821;0;423;575;2105;37154;596;38282;1048;594;570;0;12663;280;0;0;3506;22531;0;281;2766;0;883;514;11743;0;0;58102;590;16983;11732;2556;0;519;4222;103299;12663;22394;0;9176;1768;2717;0;1258515;538;3176;6412;749;2077;1442;15015;1048;423;0;2118;4307;1594;0;197347;439;275634;9913;2089;644;573;16405;2747;275634;4645;6498;210398;1224;82570;164866;1288;237145;46835;7238;2035;11602;100095;13797;34119;17065;1691;0;377;408;37379;3745;279;424;498;0;279;158752;22533;0;0;0;197347;9569;237707;807;273;620;0;0;6396;351;732;3557;0;12907;11821;0;41011;26858;3104;25435;588;0;2556
SKBR3 2_2_3;0;352;0;489;0;489;3715;874;0;16657;0;293;6612;0;0;1255;5515;3295;0;1697;12004;0;441;1598;2030;35573;578;44010;411;544;489;0;12307;350;0;0;3620;21765;0;0;2963;0;935;498;11884;0;0;57380;530;16657;12765;3471;0;563;4517;105142;12307;22532;0;8753;1777;2682;0;1233226;532;3210;6223;689;2005;1538;15824;1042;414;0;2095;12602;1673;0;201624;1401;269630;9855;2111;634;526;16302;2719;269713;4748;6612;205190;1250;77451;160160;1309;236369;44211;7175;2125;11686;99401;13608;34072;17418;1570;0;338;830;35478;3257;0;1711;492;0;285;161072;21677;0;0;0;201624;9460;236920;846;607;465;0;0;6326;0;758;3210;0;12846;12004;0;40897;26908;863;25080;3556;0;3471
SKBR3 3_1_1;0;0;0;319;0;319;3671;1371;0;14759;0;327;4337;0;0;894;10379;3646;0;4157;8415;0;469;1279;3262;40549;441;53579;1050;698;319;0;14539;1351;0;0;3298;18908;0;0;2553;0;519;578;8443;0;0;75645;370;14759;20814;3110;0;543;9783;48398;14539;18767;0;8098;1382;4506;0;1425136;403;2931;7763;638;626;1009;20925;1284;343;0;1922;12861;1247;0;139547;412;247362;5129;4369;1149;0;14835;3465;247362;3333;4337;276399;1514;567552;202958;2457;188483;53670;8192;1274;17874;98391;19407;52004;21121;1592;0;612;710;40680;3043;764;1571;646;0;339;238767;18780;0;0;0;139547;9178;189041;811;360;917;0;0;4683;490;491;3523;0;8821;8415;0;79579;19854;1696;29232;3855;0;3110
SKBR3 3_1_2;0;0;0;317;0;317;3723;1312;0;15032;0;308;4410;0;0;846;10189;3516;0;4121;8473;0;473;854;3151;42673;387;56166;506;708;317;0;14093;1295;0;0;2891;19235;0;0;2606;382;499;524;8402;0;0;77789;410;15032;21436;3573;0;520;9950;48040;14093;18731;0;7673;1452;4499;0;1457158;352;3007;7819;683;314;1318;21020;1204;355;0;2110;13100;1178;0;21922;863;250777;5039;1999;1224;0;13992;3407;250777;3373;4410;263227;1378;546041;213559;2600;197593;56098;8109;863;18217;101730;19996;53597;21695;411;0;645;777;42861;3205;435;297;672;0;346;248853;19396;0;0;0;21922;9131;198148;798;367;903;0;0;4839;420;509;3497;0;8640;8473;0;82298;20295;1288;30634;550;0;3573
