	cellLine	tsne-2d-one	tsne-2d-two
365	MCF102A	46.46957	26.587551
366	MCF102A	44.147343	28.578125
367	MCF102A	54.60669	25.779343
368	MCF102A	54.787952	25.808554
369	MCF102A	49.544243	26.917854
370	MCF102A	56.827667	17.751637
371	MCF102A	49.702698	24.645971
372	MCF102A	50.320793	26.169823
373	MCF102A	66.36554	16.09068
374	MCF102A	54.71407	25.810532
375	MCF102A	66.33365	16.25049
376	MCF102A	55.507626	25.731
377	MCF102A	56.043743	25.414963
378	MCF102A	58.23037	25.071514
379	MCF102A	58.34166	25.078533
380	MCF102A	58.47966	25.062954
381	MCF102A	58.45358	24.695356
382	MCF102A	58.011402	24.5091
383	MCF102A	64.8814	16.174185
384	MCF102A	65.32024	19.088312
385	MCF102A	26.624027	3.5635571
386	MCF102A	26.807234	3.5383575
387	MCF102A	27.069708	3.9081802
388	MCF102A	56.570324	25.439322
389	MCF102A	34.058258	12.51256
390	MCF102A	41.487774	2.871935
391	MCF102A	59.043987	24.405907
392	MCF102A	32.58443	6.714298
393	MCF102A	48.37366	16.31776
394	MCF102A	35.266582	17.887398
395	MCF102A	35.001446	17.667753
396	MCF102A	35.061657	17.712133
397	MCF102A	35.01036	17.688921
398	MCF102A	35.723106	17.842554
399	MCF102A	35.803925	17.805624
400	MCF102A	46.211803	3.8071668
401	MCF102A	43.640697	5.481972
402	MCF102A	43.811626	5.3862557
403	MCF102A	43.999714	5.3132453
404	MCF102A	43.769623	5.3047743
405	MCF102A	43.906635	4.9795523
406	MCF102A	46.077034	3.747585
407	MCF102A	46.41485	3.3569472
408	MCF102A	46.60671	2.842456
409	MCF102A	53.72033	4.9880357
410	MCF102A	46.67684	3.19216
411	MCF102A	45.6748	28.186876
412	MCF102A	51.599827	20.6445
413	MCF102A	46.14808	28.428997
414	MCF102A	46.05227	28.41486
415	MCF102A	44.56103	28.884514
416	MCF102A	45.62123	26.506727
417	MCF102A	34.486748	11.922332
418	MCF102A	35.464775	12.910476
419	MCF102A	35.1582	12.644767
420	MCF102A	33.089447	7.6021256
421	MCF102A	23.306707	11.719101
422	MCF102A	23.411589	11.672215
423	MCF102A	33.927822	12.760528
424	MCF102A	35.645355	0.9686442
425	MCF102A	33.10532	12.458112
426	MCF102A	53.43675	25.115326
427	MCF102A	52.959328	25.130365
428	MCF102A	57.009026	-7.503414
429	MCF102A	35.80885	-1.5266426
430	MCF102A	35.864796	-1.278756
431	MCF102A	47.287037	22.674614
432	MCF102A	47.60699	22.743223
433	MCF102A	51.697018	15.7406025
434	MCF102A	48.007236	22.500214
435	MCF102A	37.269203	18.827213
436	MCF102A	37.24585	18.772287
437	MCF102A	50.71978	17.106245
438	MCF102A	47.091614	22.28613
439	MCF102A	35.770348	23.546547
440	MCF102A	47.283085	22.372375
441	MCF102A	46.657036	22.317202
442	MCF102A	49.90199	25.866121
443	MCF102A	50.259827	25.669119
444	MCF102A	49.482193	27.485811
445	MCF102A	40.14917	36.249527
446	MCF102A	66.254974	13.293243
447	MCF102A	66.31106	13.33621
448	MCF102A	57.51776	27.207226
449	MCF102A	57.99055	27.34611
450	MCF102A	53.39256	29.396748
451	MCF102A	53.07456	28.365717
452	MCF102A	57.674435	26.881968
453	MCF102A	26.63523	3.6526175
454	MCF102A	25.809378	3.0688674
455	MCF102A	54.831844	28.858583
456	MCF102A	55.234753	23.270393
457	MCF102A	64.33531	12.595507
458	MCF102A	31.451609	2.1446917
459	MCF102A	32.20971	0.2751139
460	MCF102A	32.459736	0.014704801
461	MCF102A	32.703922	8.267473
462	MCF102A	38.784653	15.853401
463	MCF102A	43.392685	30.559748
464	MCF102A	43.688557	30.14711
465	MCF102A	44.296642	28.60538
466	MCF102A	44.65669	28.459309
467	MCF102A	43.058674	28.850462
468	MCF102A	42.728306	29.871796
469	MCF102A	43.134113	30.106037
470	MCF102A	44.36919	27.223034
471	MCF102A	44.08856	27.050364
472	MCF102A	46.16683	26.423271
473	MCF102A	46.218525	26.441898
474	MCF102A	52.326015	25.681467
475	MCF102A	52.283596	25.662737
476	MCF102A	52.808155	25.97248
477	MCF102A	52.714684	26.011026
478	MCF102A	52.87586	26.14457
479	MCF102A	52.87925	26.14964
480	MCF102A	52.81992	26.13627
481	MCF102A	52.863873	26.102068
482	MCF102A	52.757454	26.139442
483	MCF102A	52.73366	26.172422
484	MCF102A	52.86155	26.153156
485	MCF102A	51.80795	24.137321
486	MCF102A	48.943768	25.7379
487	MCF102A	50.87201	23.776762
488	MCF102A	50.710957	23.78285
489	MCF102A	49.765724	22.967516
490	MCF102A	52.175648	23.536901
491	MCF102A	53.56585	12.728703
492	MCF102A	53.578556	12.76903
493	MCF102A	53.56846	12.63876
494	MCF102A	53.568844	12.588423
495	MCF102A	53.594868	12.750316
496	MCF102A	53.57691	12.571001
497	MCF102A	50.358658	23.805494
498	MCF102A	47.27461	23.322256
499	MCF102A	46.909676	22.595476
500	MCF102A	47.17682	23.048399
501	MCF102A	47.102528	23.045845
502	MCF102A	47.09344	23.004019
503	MCF102A	44.705933	21.123877
504	MCF102A	44.941734	21.283098
505	MCF102A	45.09019	21.107086
506	MCF102A	45.01858	21.03513
507	MCF102A	45.043667	20.71495
508	MCF102A	45.017105	20.863245
509	MCF102A	45.146656	21.367905
510	MCF102A	45.20163	21.556202
511	MCF102A	56.873726	8.309029
512	MCF102A	50.775833	11.070996
513	MCF102A	45.63935	21.207542
514	MCF102A	45.694378	21.404528
515	MCF102A	45.58942	21.72351
516	MCF102A	45.571747	21.664001
517	MCF102A	45.5652	21.430653
518	MCF102A	28.184448	-5.295269
519	MCF102A	45.583347	21.311756
520	MCF102A	45.557365	21.731138
521	MCF102A	45.571407	21.66675
522	MCF102A	45.61412	21.798431
523	MCF102A	45.526657	21.733545
524	MCF102A	45.8683	22.829678
525	MCF102A	46.042862	23.398111
526	MCF102A	46.035767	23.600983
527	MCF102A	45.726036	22.130562
528	MCF102A	45.857628	22.553055
529	MCF102A	45.933712	22.374073
530	MCF102A	45.828873	22.119574
531	MCF102A	46.205585	22.720503
532	MCF102A	46.017876	22.575779
533	MCF102A	46.01218	22.404125
534	MCF102A	45.97413	22.795938
535	MCF102A	46.840378	23.083519
536	MCF102A	46.380753	23.717701
537	MCF102A	46.132797	23.294724
538	MCF102A	46.18041	22.97722
539	MCF102A	46.181286	23.130493
540	MCF102A	45.83031	23.180698
541	MCF102A	46.08761	23.111416
542	MCF102A	39.4224	15.356374
543	MCF102A	39.678658	15.459376
544	MCF102A	39.852108	15.514169
545	MCF102A	48.324486	24.681026
546	MCF102A	41.21687	29.102533
547	MCF102A	43.841316	35.057198
548	MCF102A	43.722298	35.211952
549	MCF102A	43.33861	32.42785
550	MCF102A	42.825974	32.201565
551	MCF102A	42.962265	32.170998
552	MCF102A	48.0639	29.984571
553	MCF102A	44.4766	35.410393
554	MCF102A	47.978077	30.01058
555	MCF102A	47.933006	30.013702
556	MCF102A	48.03758	30.174835
557	MCF102A	51.993347	33.716656
558	MCF102A	48.77761	34.435997
559	MCF102A	48.891743	34.563587
560	MCF102A	65.93004	12.585738
561	MCF102A	56.533516	6.728402
562	MCF102A	53.51635	34.57171
563	MCF102A	31.130833	26.844397
564	MCF102A	46.132168	34.902443
565	MCF102A	53.57103	35.445488
566	MCF102A	43.959686	34.714565
567	MCF102A	42.719986	35.32897
568	MCF102A	43.720955	34.610817
569	MCF102A	43.415863	20.176079
570	MCF102A	42.520977	2.3151271
571	MCF102A	42.529854	2.3502345
572	MCF102A	44.16091	20.233133
573	MCF102A	60.82142	-7.4958014
574	MCF102A	63.53629	-6.052053
575	MCF102A	62.562294	-5.349492
576	MCF102A	62.785583	-6.015003
577	MCF102A	62.8661	-6.1588454
578	MCF102A	62.697956	-5.9990582
579	MCF102A	44.192444	13.92481
580	MCF102A	43.63111	14.035422
581	MCF102A	43.93707	14.263668
582	MCF102A	43.33134	13.701818
583	MCF102A	43.38116	13.8556185
584	MCF102A	54.255363	-8.9503565
585	MCF102A	64.13795	-9.7227545
586	MCF102A	64.29221	-11.416335
587	MCF102A	64.66048	-7.7172155
588	MCF102A	61.835827	-9.568957
589	MCF102A	52.8766	-25.120333
590	MCF102A	57.25963	-14.109745
591	MCF102A	52.83331	-32.426815
592	MCF102A	53.135258	-32.37951
593	MCF102A	52.828197	-31.971584
594	MCF102A	50.489056	-30.728561
595	MCF102A	51.32225	-30.336163
596	MCF102A	52.63807	-17.977612
597	MCF102A	51.277718	-30.575478
598	MCF102A	52.764442	-31.782
599	MCF102A	36.46234	-22.086372
600	MCF102A	53.898445	-10.865379
601	MCF102A	64.46141	-8.158711
602	MCF102A	63.75297	-7.695427
603	MCF102A	64.262985	-7.7441125
604	MCF102A	60.441666	17.020086
605	MCF102A	48.24768	13.058186
606	MCF102A	59.741642	16.593658
607	MCF102A	60.288876	16.701885
608	MCF102A	51.671	5.9946923
609	MCF102A	51.560696	5.889838
610	MCF102A	51.10986	-4.715459
611	MCF102A	60.722534	17.877663
612	MCF102A	61.35067	19.300741
613	MCF102A	59.390133	18.8248
614	MCF102A	54.03487	4.4509344
615	MCF102A	58.470577	19.306221
616	MCF102A	46.265114	1.8855052
617	MCF102A	56.305534	3.630648
618	MCF102A	54.1708	3.114577
619	MCF102A	61.362114	19.102282
620	MCF102A	63.942574	18.708519
621	MCF102A	63.978718	18.66541
622	MCF102A	60.94399	17.01565
623	MCF102A	60.839478	17.394228
624	MCF102A	61.65602	17.769625
625	MCF102A	52.52479	20.605639
626	MCF102A	58.96674	21.74942
627	MCF102A	61.13799	20.46428
628	MCF102A	61.989136	18.906233
629	MCF102A	63.218647	19.732613
630	MCF102A	63.735004	17.495667
631	MCF102A	63.43934	17.634443
632	MCF102A	34.742714	-18.704042
633	MCF102A	61.198807	4.200657
634	MCF102A	61.364056	4.3945475
635	MCF102A	60.40717	1.1435096
636	MCF102A	64.71676	-0.28679517
637	MCF102A	60.828857	19.7017
638	MCF102A	61.33122	19.485727
639	MCF102A	54.301796	3.7388172
640	MCF102A	61.85466	19.368074
641	MCF102A	58.82526	24.096739
642	MCF102A	53.00215	23.58963
643	MCF102A	52.904423	23.561333
644	MCF102A	62.624947	20.216562
645	MCF102A	62.178795	20.444286
646	MCF102A	62.416035	20.288631
647	MCF102A	62.37519	20.233559
648	MCF102A	61.678562	19.62261
649	MCF102A	65.09421	1.2838094
650	MCF102A	61.947193	20.032875
651	MCF102A	56.548298	24.221014
652	MCF102A	57.179466	24.47247
653	MCF102A	56.58184	23.262173
654	MCF102A	61.304443	19.645847
655	MCF102A	56.693787	24.194593
656	MCF102A	54.19739	4.6045375
657	MCF102A	56.1477	0.1871065
658	MCF102A	53.90532	4.530863
659	MCF102A	42.81813	9.8438015
660	MCF102A	59.23535	17.453945
661	MCF102A	59.0551	17.535933
662	MCF102A	61.43181	20.566341
663	MCF102A	63.614	17.36145
664	MCF102A	63.92461	3.985853
665	MCF102A	61.118374	20.923574
666	MCF102A	61.084854	20.81851
667	MCF102A	61.364033	20.648668
668	MCF102A	59.539608	23.200645
669	MCF102A	61.0717	20.584528
