	cellLine	tsne-2d-one	tsne-2d-two
502	MCF102A	2.5205748	6.971153
503	MCF102A	3.0985162	7.5894313
504	MCF102A	2.9936645	7.537045
505	MCF102A	2.3569722	6.7385077
506	MCF102A	2.1027179	6.796032
507	MCF102A	2.0669594	6.9076667
508	MCF102A	2.0083404	6.730136
509	MCF102A	2.213796	7.205809
510	MCF102A	2.297742	7.136661
511	MCF102A	2.2347326	7.2176614
512	MCF102A	2.2291317	7.137394
513	MCF102A	2.6204634	7.565577
514	MCF102A	2.5460079	7.540137
515	MCF102A	2.5253472	7.4475203
516	MCF102A	2.3851345	7.5337687
517	MCF102A	2.3182058	7.449872
518	MCF102A	2.0238504	7.2101855
519	MCF102A	2.0640962	7.320556
520	MCF102A	2.3757358	7.116977
521	MCF102A	2.3342803	6.805512
522	MCF102A	2.412635	6.905962
523	MCF102A	2.231236	6.8329916
524	MCF102A	2.387617	7.016886
525	MCF102A	2.5156786	7.350312
526	MCF102A	2.741848	7.506347
527	MCF102A	2.4300294	7.3189025
528	MCF102A	2.5375555	7.3284874
529	MCF102A	2.4469118	7.3240137
530	MCF102A	2.2549796	7.1093044
531	MCF102A	2.4305768	7.2966967
532	MCF102A	2.4563465	7.1808066
533	MCF102A	2.3955383	7.102316
534	MCF102A	3.0933442	7.7699213
535	MCF102A	2.8432598	7.5287557
536	MCF102A	3.22165	7.6501346
537	MCF102A	4.443741	7.845254
538	MCF102A	3.8824584	7.5598073
539	MCF102A	2.756857	7.0388446
540	MCF102A	-1.1296133	3.8644478
541	MCF102A	-1.0702494	3.883597
542	MCF102A	-1.1290481	3.9203517
543	MCF102A	-0.952225	3.9098186
544	MCF102A	-0.910924	3.923632
545	MCF102A	-0.8952059	3.9341862
546	MCF102A	-0.94621974	3.9371953
547	MCF102A	-0.93381643	3.9141324
548	MCF102A	-0.9571196	3.9327726
549	MCF102A	-1.0221341	3.9641504
550	MCF102A	-1.18488	3.8866012
551	MCF102A	-1.217923	3.8447783
552	MCF102A	-1.1725366	3.795549
553	MCF102A	-1.1257894	3.8219333
554	MCF102A	-1.114399	3.8358788
555	MCF102A	-1.0473454	3.8574529
556	MCF102A	-1.0456173	3.8334992
557	MCF102A	-1.0140736	3.882985
558	MCF102A	-1.092245	3.911425
559	MCF102A	-0.9898899	3.9484568
560	MCF102A	-0.8455687	4.0391383
561	MCF102A	-0.96925634	3.969175
562	MCF102A	-0.9147152	4.028764
563	MCF102A	-0.9807621	4.0358872
564	MCF102A	-1.0027105	3.999413
565	MCF102A	-0.68657595	4.1385894
566	MCF102A	-0.644736	4.160778
567	MCF102A	-0.39895165	4.2142673
568	MCF102A	-0.36002406	4.189275
569	MCF102A	-0.33728755	4.2165585
570	MCF102A	-0.25891387	4.21566
571	MCF102A	-0.27092788	4.223515
572	MCF102A	-0.2747052	4.164259
573	MCF102A	-0.28800246	4.204122
574	MCF102A	-0.2804568	4.2159266
575	MCF102A	-0.4574238	4.0286717
576	MCF102A	-0.50844246	4.1208935
577	MCF102A	-0.4759601	4.1559725
578	MCF102A	-0.42763174	4.11477
579	MCF102A	-0.30774873	4.1111517
580	MCF102A	-0.34238452	4.091193
581	MCF102A	-0.37037575	4.0729527
582	MCF102A	-0.5100464	3.985047
583	MCF102A	-0.4896396	4.126454
584	MCF102A	-0.6693168	4.3296714
585	MCF102A	-0.58257186	4.2784395
586	MCF102A	-0.53555864	4.353838
587	MCF102A	-0.4800013	4.334759
588	MCF102A	-0.47511536	4.3276258
589	MCF102A	-0.3192286	4.2328024
590	MCF102A	-0.3046475	4.1796017
591	MCF102A	-0.26442105	4.148137
592	MCF102A	-0.23871613	4.1453524
593	MCF102A	-0.25932497	4.168241
594	MCF102A	-0.26860762	4.1780825
595	MCF102A	-0.35077134	4.134121
596	MCF102A	-0.37199384	4.1980453
597	MCF102A	-0.37446576	4.1293097
598	MCF102A	-0.3774648	4.1275225
599	MCF102A	-0.37631533	4.1292505
600	MCF102A	-0.4475827	4.189267
601	MCF102A	-0.45193848	4.2144394
602	MCF102A	-0.4167453	4.2389984
603	MCF102A	-0.39045003	4.4941206
604	MCF102A	-0.38076794	4.4280133
605	MCF102A	-0.20699592	4.321449
606	MCF102A	-0.24065937	4.245735
607	MCF102A	-0.24767944	4.2003055
608	MCF102A	-0.16778474	4.203577
609	MCF102A	-0.16835995	4.210321
610	MCF102A	-0.1839876	4.220487
611	MCF102A	-0.1827741	4.1863375
612	MCF102A	-0.14233603	4.0781546
613	MCF102A	-0.21888621	4.128496
614	MCF102A	-0.26731265	4.25497
615	MCF102A	-0.1494825	4.1762214
616	MCF102A	-0.13838454	4.1539316
617	MCF102A	-0.057978354	4.0562277
618	MCF102A	-0.037896924	4.040268
619	MCF102A	-0.05390863	4.064331
620	MCF102A	-0.0331277	4.0590887
621	MCF102A	-0.111493796	4.1797166
622	MCF102A	-0.34697852	4.4345455
623	MCF102A	-0.2676014	4.471089
624	MCF102A	-0.40806627	4.6683946
625	MCF102A	-0.79372036	5.2557507
626	MCF102A	-0.6955258	5.5079427
627	MCF102A	-0.6815853	5.8144283
628	MCF102A	0.5110474	4.7971964
629	MCF102A	0.022260122	4.673277
630	MCF102A	0.19546582	4.364343
631	MCF102A	0.20839153	4.272113
632	MCF102A	0.34960744	4.5757813
633	MCF102A	0.23961288	4.3409114
634	MCF102A	0.08420724	4.1762476
635	MCF102A	0.13551082	4.0510736
636	MCF102A	0.117058344	3.9217978
